Initializing ElGamal Parameters...
Starting server...
Server started on port 8183
DiskIOLoadSingleBlockCiphertextFromDisk: 25708 ns
ServerComputation:ParallelMultiplyCiphertexts: 1193827 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45640 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25840 ns
ServerComputation:ParallelMultiplyCiphertexts: 1213481 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45470 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 26743 ns
ServerComputation:ParallelMultiplyCiphertexts: 1184048 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45462 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 26023 ns
ServerComputation:ParallelMultiplyCiphertexts: 1163216 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 42858 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 29016 ns
ServerComputation:ParallelMultiplyCiphertexts: 1181117 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 47093 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 28024 ns
ServerComputation:ParallelMultiplyCiphertexts: 1192972 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 47243 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 28657 ns
ServerComputation:ParallelMultiplyCiphertexts: 1179124 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 44336 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 29231 ns
ServerComputation:ParallelMultiplyCiphertexts: 1188715 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46388 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 27774 ns
ServerComputation:ParallelMultiplyCiphertexts: 1183619 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45699 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 27225 ns
ServerComputation:ParallelMultiplyCiphertexts: 1167563 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 44961 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 31750 ns
ServerComputation:ParallelMultiplyCiphertexts: 1162722 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45153 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25247 ns
ServerComputation:ParallelMultiplyCiphertexts: 1177116 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43498 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 29017 ns
ServerComputation:ParallelMultiplyCiphertexts: 1174259 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 42034 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 22579 ns
ServerComputation:ParallelMultiplyCiphertexts: 1199277 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 47743 ns
ClientServerCommunication:SendData: 18979334 ns
ServerComputation:ConvertPID2BIDs: 1953 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 48115 ns
ServerComputation:ParallelMultiplyCiphertexts: 1127611 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 52362 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25407 ns
ServerComputation:ParallelMultiplyCiphertexts: 1125845 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43865 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 26751 ns
ServerComputation:ParallelMultiplyCiphertexts: 1179917 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 42276 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25724 ns
ServerComputation:ParallelMultiplyCiphertexts: 1179354 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 44420 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25247 ns
ServerComputation:ParallelMultiplyCiphertexts: 1145503 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45707 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25358 ns
ServerComputation:ParallelMultiplyCiphertexts: 1210604 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43329 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 24041 ns
ServerComputation:ParallelMultiplyCiphertexts: 1186003 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 42976 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25259 ns
ServerComputation:ParallelMultiplyCiphertexts: 1165973 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 44139 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25951 ns
ServerComputation:ParallelMultiplyCiphertexts: 1160217 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46233 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 28446 ns
ServerComputation:ParallelMultiplyCiphertexts: 1157021 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46937 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 29510 ns
ServerComputation:ParallelMultiplyCiphertexts: 1198608 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 50081 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 29074 ns
ServerComputation:ParallelMultiplyCiphertexts: 1177259 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46716 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 28882 ns
ServerComputation:ParallelMultiplyCiphertexts: 1167141 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46170 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 27177 ns
ServerComputation:ParallelMultiplyCiphertexts: 1181089 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 44364 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 27118 ns
ServerComputation:ParallelMultiplyCiphertexts: 1198181 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45474 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 26365 ns
ServerComputation:ParallelMultiplyCiphertexts: 1180081 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45925 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 24997 ns
ServerComputation:ParallelMultiplyCiphertexts: 1169093 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46446 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25931 ns
ServerComputation:ParallelMultiplyCiphertexts: 1182443 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43298 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 24270 ns
ServerComputation:ParallelMultiplyCiphertexts: 1157529 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 42771 ns
ClientServerCommunication:SendData: 20283060 ns
ServerComputation:ConvertPID2BIDs: 5933 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 48049 ns
ServerComputation:ParallelMultiplyCiphertexts: 1102050 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 50302 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25650 ns
ServerComputation:ParallelMultiplyCiphertexts: 1172891 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46680 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25268 ns
ServerComputation:ParallelMultiplyCiphertexts: 1168366 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43212 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 26439 ns
ServerComputation:ParallelMultiplyCiphertexts: 1190961 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43029 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 26125 ns
ServerComputation:ParallelMultiplyCiphertexts: 1293143 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 42596 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25334 ns
ServerComputation:ParallelMultiplyCiphertexts: 1190764 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 42126 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 24906 ns
ServerComputation:ParallelMultiplyCiphertexts: 1206652 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 42598 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 27153 ns
ServerComputation:ParallelMultiplyCiphertexts: 1192084 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45172 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 26175 ns
ServerComputation:ParallelMultiplyCiphertexts: 1190280 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 47637 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 27544 ns
ServerComputation:ParallelMultiplyCiphertexts: 1184467 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43977 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 28808 ns
ServerComputation:ParallelMultiplyCiphertexts: 1200408 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46050 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 28984 ns
ServerComputation:ParallelMultiplyCiphertexts: 1189928 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46721 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 27781 ns
ServerComputation:ParallelMultiplyCiphertexts: 1193227 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 46494 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 27569 ns
ServerComputation:ParallelMultiplyCiphertexts: 1165907 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45975 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 28375 ns
ServerComputation:ParallelMultiplyCiphertexts: 1212199 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 44588 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 25516 ns
ServerComputation:ParallelMultiplyCiphertexts: 1171460 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43966 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 26260 ns
ServerComputation:ParallelMultiplyCiphertexts: 1174017 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43851 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 22639 ns
ServerComputation:ParallelMultiplyCiphertexts: 1181389 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 43990 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 23081 ns
ServerComputation:ParallelMultiplyCiphertexts: 1191915 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 42459 ns
ClientServerCommunication:SendData: 18419921 ns
ServerComputation:ConvertPID2BIDs: 5168 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 49928 ns
ServerComputation:ParallelMultiplyCiphertexts: 1099676 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 49494 ns
DiskIOLoadSingleBlockCiphertextFromDisk: 26356 ns
ServerComputation:ParallelMultiplyCiphertexts: 1139182 ns
DiskIOUpdateSingleBlockCiphertextToDisk: 45024 ns
